Transaction number,Supplier,Amount,Service Area,Category,Transaction Date,Period,Sme,Costs split between Babergh and Mid Suffolk District Council,% transactions apportioned to Babergh District Council
21021723,M & H Civil Engineering Ltd,"1,041.50",Trades Team,"Property Repairs, Maintenance & Alterations",17/06/2025,202503,SML,N,
21021733,Houghton and Son Ltd,"6,786.70",PV Panels,Contract: Electrical Testing,17/06/2025,202503,SML,N,
21021734,Gallagher Car & Van Rentals Ltd,"1,288.00",Domestic Waste,Refuse Contract,17/06/2025,202503,LRG,N,
21021743,Park Avenue Recruitment Ltd,"1,800.00",Development Management,Consultancy Services,18/06/2025,202503,SML,N,
21021747,Onyx Solutions (East) Ltd,"2,728.25",Building Services Compliance,Capital Improvements,13/06/2025,202503,SML,N,
21021748,English Security,864.20,Tenancy Services,Health and Safety Buildings,17/06/2025,202503,SML,N,
21021751,Spaldings Ltd,550.00,Street and Major Road Cleansing,"Purchase of Equipment, Tools & Materials",16/06/2025,202503,SML,N,
21021760,John Miles & Sons,"7,000.00",Joint Waste Contract,Building Rents,13/06/2025,202503,SML,N,
21021762,Thompson Cooper Ltd,"1,373.00",Street and Major Road Cleansing,"Purchase of Equipment, Tools & Materials",17/06/2025,202503,SML,N,
21021763,LAC Services (East Anglia) Ltd,"1,546.62",Health & Safety and Fire PAC,Capital Improvements,18/06/2025,202503,SML,N,
21021769,The Oyster Partnership Ltd,"2,187.40",Building Services Compliance,Agency Staff,18/06/2025,202503,SML,Y,52%
21021785,TPAS Ltd,"2,080.00",Tenants Forum,Subscriptions (non staff),03/02/2025,202503,SML,Y,50%
21021787,Craemer UK limited,165.00,Joint Waste Contract,"Purchase of Equipment, Tools & Materials",18/06/2025,202503,SML,Y,50%
21021787,Craemer UK limited,"2,195.00",Joint Waste Contract,Other Capital Expenditure,18/06/2025,202503,SML,Y,50%
21021789,Suffolk Doors & Windows Ltd,"3,130.00",Building Services Assets,Payments to Contractors,18/06/2025,202503,SML,N,
21021793,Sureserve Compliance Water Ltd,558.69,Building Services Compliance,Sampling & Analysis,01/06/2025,202503,SML,N,
21021793,Sureserve Compliance Water Ltd,55.20,Creeting Road Depot,Sampling & Analysis,01/06/2025,202503,SML,Y,50%
21021793,Sureserve Compliance Water Ltd,787.90,Leaseholders,Sampling & Analysis,01/06/2025,202503,SML,N,
21021793,Sureserve Compliance Water Ltd,479.92,Public Conveniences,Sampling & Analysis,01/06/2025,202503,SML,N,
21021793,Sureserve Compliance Water Ltd,"1,147.92",Sheltered Accommodation,Sampling & Analysis,01/06/2025,202503,SML,N,
21021793,Sureserve Compliance Water Ltd,80.00,Sheltered General Management,Sampling & Analysis,01/06/2025,202503,SML,N,
21021793,Sureserve Compliance Water Ltd,56.57,Tacon Close Eye Touch Down Point (TDP),Sampling & Analysis,01/06/2025,202503,SML,Y,50%
21021793,Sureserve Compliance Water Ltd,340.41,Temporary Accommodation,Sampling & Analysis,01/06/2025,202503,SML,N,
21021793,Sureserve Compliance Water Ltd,50.00,Tenancy Services,Sampling & Analysis,01/06/2025,202503,SML,N,
21021793,Sureserve Compliance Water Ltd,"1,485.93",Voids,Sampling & Analysis,01/06/2025,202503,SML,N,
21021793,Sureserve Compliance Water Ltd,48.00,Wingfield Barns,Sampling & Analysis,01/06/2025,202503,SML,N,
21021801,Whybrow Property Solutions Ltd,540.00,Voids,"Property Repairs, Maintenance & Alterations",03/06/2025,202503,SML,N,
21021802,Clarke Fencing Ltd,597.94,Tenants Forum,Other Capital Expenditure,19/06/2025,202503,SML,N,
21021803,Fellbridge Building Services,"1,118.78",Voids,"Property Repairs, Maintenance & Alterations",19/06/2025,202503,SML,N,
21021804,Fellbridge Building Services,"4,621.53",Voids,"Property Repairs, Maintenance & Alterations",19/06/2025,202503,SML,N,
21021805,Fellbridge Building Services,"7,337.50",Voids,"Property Repairs, Maintenance & Alterations",19/06/2025,202503,SML,N,
21021806,Fellbridge Building Services,"24,512.23",Voids,"Property Repairs, Maintenance & Alterations",19/06/2025,202503,SML,N,
21021807,M & H Civil Engineering Ltd,864.15,Trades Team,"Property Repairs, Maintenance & Alterations",18/06/2025,202503,SML,N,
21021820,Rapid Response Maintenance Ltd,"4,346.38",Voids,"Property Repairs, Maintenance & Alterations",29/05/2025,202503,SML,N,
21021823,Suffolk Doors & Windows Ltd,"1,250.00",Building Services Assets,Payments to Contractors,19/06/2025,202503,SML,N,
21021827,Newsquest Media Group,590.72,Development Management,"Publicity, Advertising & Marketing",19/06/2025,202503,LRG,N,
21021829,GoVocal NV,"2,250.00","Strategic Policy, Performance and Insight",Contracted Services,20/06/2025,202503,SML,N,
21021830,Foster Property Maintenance Ltd,"6,287.47",Trades Team,"Property Repairs, Maintenance & Alterations",17/06/2025,202503,SML,N,
21021834,Sureserve Compliance North,"20,558.50",Building Services Compliance,Contract: Heating,16/06/2025,202503,LRG,N,
21021842,T H Moss And Sons Ltd,"1,773.45",Trades Team,"Property Repairs, Maintenance & Alterations",20/06/2025,202503,SML,N,
21021843,T H Moss And Sons Ltd,530.00,Trades Team,"Property Repairs, Maintenance & Alterations",20/06/2025,202503,SML,N,
21021845,Precision Resource Group Ltd T/A Panoramic Associates,"2,500.00",Commissioning and Procurement,Agency Staff,10/06/2025,202503,LRG,Y,50%
21021852,Onyx Solutions (East) Ltd,"2,364.40",Building Services Compliance,Capital Improvements,20/06/2025,202503,SML,N,
21021853,Newsquest Media Group,681.60,Footpaths,"Publicity, Advertising & Marketing",20/06/2025,202503,LRG,N,
21021865,Ecolytik Ltd,"2,455.00",Development Management,Consultancy Services,20/06/2025,202503,SML,Y,44%
21021868,Tayplay Sport Ltd,"6,646.54",Holiday Activity Fund,"Grants, Contributions & Donations",21/06/2025,202503,SML,N,
21021876,D W Adams Ltd,"5,847.00",Building Services Assets,Payments to Contractors,23/06/2025,202503,SML,N,
21021881,Kicks & Tricks Ltd,708.00,Holiday Activity Fund,"Grants, Contributions & Donations",23/06/2025,202503,SML,Y,25%
21021883,JTD Solutions Ltd,"1,470.00",Independent Living Service,Payments to Contractors,06/06/2025,202503,SML,N,
21021883,JTD Solutions Ltd,"1,470.00",Leisure Contract,External Consultants,06/06/2025,202503,SML,N,
21021883,JTD Solutions Ltd,"2,450.00",Building Services Assets,External Consultants,06/06/2025,202503,SML,N,
21021894,Rapid Response Maintenance Ltd,"5,356.83",Voids,"Property Repairs, Maintenance & Alterations",14/06/2025,202503,SML,N,
21021896,Aran Insulation Ltd,"1,443.23",Building Services Assets,"Property Repairs, Maintenance & Alterations",23/06/2025,202503,SML,N,
21021900,Ideagen Gael Ltd,"16,500.00","Strategic Policy, Performance and Insight",IT Software Purchase,31/05/2025,202503,LRG,Y,50%
21021916,Anglian Water,"1,871.60",Sheltered Accommodation,Water Services,18/06/2025,202503,LRG,N,
21021917,Anglian Water,684.56,Other HRA Temp Accommodation,Water Services,17/06/2025,202503,LRG,N,
21021933,L A C Cleaning Contractors Ltd,948.61,Temporary Accommodation,Contract Cleaning,23/06/2025,202503,SML,N,
21021936,Eastec UK Ltd,780.00,Open Spaces,Training - Corporate,23/06/2025,202503,SML,Y,50%
21021937,Abbeycroft Leisure,"1,706.66",Holiday Activity Fund,"Grants, Contributions & Donations",23/06/2025,202503,LRG,N,
21021938,Abbeycroft Leisure,"3,468.53",Holiday Activity Fund,"Grants, Contributions & Donations",23/06/2025,202503,LRG,N,
21021939,FMG Consulting Ltd,"1,950.00","Stowmarket Health, Education and Leisure Facilities (SHELF) project",Consultancy Services,04/04/2025,202503,SML,N,
21021945,A E White Surfacing,"8,243.00",Building Services Assets,"Property Repairs, Maintenance & Alterations",24/06/2025,202503,SML,N,
21021946,A E White Surfacing,610.00,Public Tree Programme,Tree felling/maintenance,24/06/2025,202503,SML,N,
21021957,Private Landlord,600.00,Guaranteed Rent Scheme,Building Rents,25/06/2025,202503,STR,N,
21021962,Steven James Allen Ltd,525.00,Trades Team,"Property Repairs, Maintenance & Alterations",24/06/2025,202503,SML,N,
21021969,Hamilton Smith Lettings,"5,250.00",Guaranteed Rent Scheme,Building Rents,24/06/2025,202503,SML,N,
21021972,Private Landlord,669.00,Guaranteed Rent Scheme,Building Rents,25/06/2025,202503,STR,N,
21021974,T H Moss And Sons Ltd,544.00,Trades Team,"Property Repairs, Maintenance & Alterations",25/06/2025,202503,SML,N,
21021975,T H Moss And Sons Ltd,"13,870.18",Building Services Assets,Capital Improvements,25/06/2025,202503,SML,N,
21021976,Hamilton Smith Lettings,"2,000.00",Guaranteed Rent Scheme,Building Rents,25/06/2025,202503,SML,N,
21021979,Marchdell Ltd,815.00,Guaranteed Rent Scheme,Building Rents,25/06/2025,202503,SML,N,
21021980,Birketts LLP,"4,573.50",Senior Leadership Team,Other Supplies & Services,30/04/2025,202503,LRG,Y,50%
21021989,Yellow Homes Ltd,"1,785.00",Guaranteed Rent Scheme,Building Rents,25/06/2025,202503,SML,N,
21021990,Acuity Research & Practice Ltd,"3,322.97",Regulatory and Support Services,Subscriptions (non staff),12/06/2025,202503,SML,Y,50%
21021992,Suffolk County Council,"1,003.13",Open Spaces,IT Hardware Purchase,24/06/2025,202503,LRG,Y,40%
21021996,Cedars Hotel Ltd,938.60,Other Temporary Accommodation,"Property Repairs, Maintenance & Alterations",25/06/2025,202503,SML,Y,50%
21021996,Cedars Hotel Ltd,739.64,Other Temporary Accommodation,Furniture,25/06/2025,202503,SML,Y,50%
21022000,Pixel Financial Management Ltd,"1,195.00",Financial Resources,Subscriptions (non staff),17/06/2025,202503,SML,N,
21022002,M & H Civil Engineering Ltd,"2,613.52",Trades Team,"Property Repairs, Maintenance & Alterations",25/06/2025,202503,SML,N,
21022003,M & H Civil Engineering Ltd,740.00,Trades Team,"Property Repairs, Maintenance & Alterations",25/06/2025,202503,SML,N,
21022017,Rapid Response Maintenance Ltd,"2,692.15",Voids,"Property Repairs, Maintenance & Alterations",12/06/2025,202503,SML,N,
21022022,Rapid Response Maintenance Ltd,"1,359.73",Voids,"Property Repairs, Maintenance & Alterations",05/06/2025,202503,SML,N,
21022029,Rapid Response Maintenance Ltd,"6,946.79",Voids,"Property Repairs, Maintenance & Alterations",31/05/2025,202503,SML,N,
21022045,MERLINDOC LIMITED,570.00,ICT,IT Software Maintenance,11/06/2025,202503,SML,N,
21022047,Lambert Smith Hampton Group Ltd,510.00,Development Management,Consultancy Services,25/06/2025,202503,LRG,N,
21022049,Cornerstone Barristers,"4,000.00",Development Management,Legal Expenses,14/04/2025,202503,SML,N,
21022050,Rapid Response Maintenance Ltd,"1,731.37",Voids,"Property Repairs, Maintenance & Alterations",26/06/2025,202503,SML,N,
21022052,Newsquest Media Group,772.48,Development Management,"Publicity, Advertising & Marketing",26/06/2025,202503,LRG,N,
21022054,Cornerstone Barristers,"2,500.00",Planning Enforcement,Legal Expenses,02/06/2025,202503,SML,N,
21022055,Rapid Response Maintenance Ltd,"1,659.76",Voids,"Property Repairs, Maintenance & Alterations",19/06/2025,202503,SML,N,
21022071,Bendcrete Leisure Ltd,"3,700.00",Open Spaces,Other Capital Expenditure,26/06/2025,202503,SML,N,
21022077,URBA,"1,967.00",Development Management - Appeals,Legal Expenses,26/06/2025,202503,SML,N,
21022086,ASHI Group Ltd T/A Anglian Building Products,"25,305.04",Building Services Assets,Payments to Contractors,28/05/2025,202503,LRG,N,
21022121,Arlingclose Ltd,"4,500.00",(Bal) Corporate Resources (GF),Consultancy Services,30/06/2025,202503,SML,N,
21022125,Box Rubbish Removal,"4,800.00",Street and Major Road Cleansing,Waste disposal costs,17/06/2025,202503,STR,N,
21022148,Integrated Business and Software Solutions Limited,"20,220.43",Financial Resources,Contracted Services,29/06/2025,202503,SML,Y,50%
21022161,Serco Ltd,"19,245.00",Joint Waste Contract,Hire of Transport,23/06/2025,202503,LRG,Y,50%
21022164,Suffolk County Council,"28,501.82",Independent Living Service,Consultancy Services,30/01/2025,202503,LRG,Y,52%
21022180,East Suffolk Council,"34,234.00",Physical Activity,"Grants, Contributions & Donations",30/06/2025,202503,LRG,N,
21022182,East Anglia Cleaning Services Ltd,"1,912.08",Joint Waste Contract,Contract Cleaning,30/06/2025,202503,SML,Y,50%
22036249,Seager Home Solutions,"12,203.24",Independent Living Service,Payment of Grants/Advances,04/06/2025,202503,SML,N,
22036251,The Mix Stowmarket Ltd,"6,699.83",Grants and Contributions,"Grants, Contributions & Donations",04/06/2025,202503,SML,N,
22036254,4Principles Construction Ltd,"7,204.71",Independent Living Service,Payment of Grants/Advances,04/06/2025,202503,SML,N,
22036255,Haselton Construction Ltd,"12,068.22",Independent Living Service,Payment of Grants/Advances,04/06/2025,202503,SML,N,
22036261,1st Needham Market Scout Group,"11,066.25",Community Infrastructure Levy (CIL),Other Capital Expenditure,05/06/2025,202503,SML,N,
22036262,Sundry - General,"8,167.22",Independent Living Service,Payment of Grants/Advances,05/06/2025,202503,SML,N,
22036392,Private Landlord,"6,750.00",Guaranteed Rent Scheme,Other Supplies & Services,05/06/2025,202503,SML,N,
22036397,Bensley Property Group T/A Architecture One,605.00,Building Regulations Chargeable Services,Building Notice Fees,06/06/2025,202503,STR,N,
22036399,Brownie and The Bean Limited,785.00,Business Innovation Grants,"Grants, Contributions & Donations",06/06/2025,202503,SML,N,
22036424,The Horticulture Industry Scheme CIC,"1,437.99",Locality Awards,"Grants, Contributions & Donations",10/06/2025,202503,SML,N,
22036425,1st Debenham Scout Group,"2,875.00",Grants and Contributions,Other Capital Expenditure,10/06/2025,202503,SML,N,
22036426,The Mix Stowmarket Ltd,"2,000.00",Locality Awards,"Grants, Contributions & Donations",10/06/2025,202503,SML,N,
22036428,Stowmarket Carnival,"8,000.00",Locality Awards,"Grants, Contributions & Donations",10/06/2025,202503,SML,N,
22036429,Stowmarket Town Council,"10,000.00",Grants and Contributions,Other Capital Expenditure,10/06/2025,202503,SML,N,
22036431,Bramford Parish Council,990.00,Locality Awards,"Grants, Contributions & Donations",10/06/2025,202503,SML,N,
22036433,Palgrave & District Community Centre,"2,791.80",Grants and Contributions,Other Capital Expenditure,10/06/2025,202503,SML,N,
22036434,Cedars Park Community Interest Company,"1,382.40",Locality Awards,"Grants, Contributions & Donations",10/06/2025,202503,SML,N,
22036435,Suffolk Police & Crime Commissioner,"1,500.00",Locality Awards,"Grants, Contributions & Donations",10/06/2025,202503,LRG,N,
22036436,Lighthouse Womens Aid Ltd,"2,000.00",Locality Awards,"Grants, Contributions & Donations",10/06/2025,202503,SML,N,
22036438,Eyes Open CIC,"5,000.00",Grants and Contributions,Other Capital Expenditure,11/06/2025,202503,SML,N,
22036442,Satchell Moran Solicitors Ltd,"4,500.00",Trades Team,Legal Expenses,11/06/2025,202503,SML,N,
22036512,Needham Phoenix Yth F/Ball Under 12 Girl,"2,364.12",Locality Awards,"Grants, Contributions & Donations",12/06/2025,202503,SML,N,
22036513,The Food Hub Cookery School,"2,500.00",Food Fund,"Grants, Contributions & Donations",12/06/2025,202503,STR,N,
22036514,Onehouse Parish Council,775.00,Locality Awards,"Grants, Contributions & Donations",12/06/2025,202503,SML,N,
22036515,King George Playing Field Committee,"1,000.00",Locality Awards,"Grants, Contributions & Donations",12/06/2025,202503,SML,N,
22036516,Haughley Parish Council,800.00,Locality Awards,"Grants, Contributions & Donations",12/06/2025,202503,SML,N,
22036517,Elmswell Parish Council,"35,026.00",Community Infrastructure Levy (CIL),Other Capital Expenditure,12/06/2025,202503,SML,N,
22036518,Liberay Legal Limited,850.00,Trades Team,Compensation Payment to Tenants,12/06/2025,202503,SML,N,
22036520,Worlingworth Cricket Club,804.94,Locality Awards,"Grants, Contributions & Donations",12/06/2025,202503,SML,N,
22036521,1st Needham Market Scout Group,"4,426.50",Community Infrastructure Levy (CIL),Other Capital Expenditure,12/06/2025,202503,SML,N,
22036536,Elite 1 Services Ltd,"9,107.50",Independent Living Service,Payment of Grants/Advances,12/06/2025,202503,SML,N,
22036537,Seager Home Solutions,"5,598.00",Independent Living Service,Payment of Grants/Advances,12/06/2025,202503,SML,N,
22036553,Forge Caravan Park,700.00,Homeless Prevention Fund,Other Supplies & Services,16/06/2025,202503,SML,N,
22036555,1st Needham Market Scout Group,"3,676.24",Grants and Contributions,Other Capital Expenditure,16/06/2025,202503,SML,N,
22036557,Needham Market Bowls Club,"1,076.46",Locality Awards,"Grants, Contributions & Donations",16/06/2025,202503,SML,N,
22036559,Friends of Bosmere School,"1,275.77",Locality Awards,"Grants, Contributions & Donations",16/06/2025,202503,SML,N,
22036561,Communities Together East Anglia,"2,000.00",Locality Awards,"Grants, Contributions & Donations",17/06/2025,202503,SML,N,
22036563,1st Needham Market Scout Group,"3,000.00",Locality Awards,"Grants, Contributions & Donations",17/06/2025,202503,SML,N,
22036564,1st Needham Market Scout Group,"11,028.71",Grants and Contributions,Other Capital Expenditure,17/06/2025,202503,SML,N,
22036565,JC Building Services,"11,330.00",Independent Living Service,Payment of Grants/Advances,17/06/2025,202503,SML,N,
22036573,GPC Barclays,"17,374.65",(Bal) System Balance Sheet,Barclaycard Control Account,14/06/2025,202503,LRG,Y,9%
22037437,Orwell Removals & Storage Ltd,900.00,Homeless Prevention Fund,Removal Expenses,19/06/2025,202503,SML,N,
22037438,Badwell Ash Village Hall,"8,610.04",Community Infrastructure Levy (CIL),Other Capital Expenditure,19/06/2025,202503,SML,N,
22037447,Little Blakenham Parish Council,559.00,Locality Awards,"Grants, Contributions & Donations",24/06/2025,202503,SML,N,
22037449,Wetheringsett Cum Brockford Parish Council,"5,614.78",Locality Awards,"Grants, Contributions & Donations",24/06/2025,202503,SML,N,
22037450,East Anglian Traditional Music Trust,"3,250.00",Locality Awards,"Grants, Contributions & Donations",24/06/2025,202503,SML,N,
22037453,Families Together Suffolk,"20,000.00",Grants and Contributions,"Grants, Contributions & Donations",24/06/2025,202503,SML,N,
22038078,Valedane Ltd,"3,186.50",Community Infrastructure Levy (CIL),Contributions to third parties,27/06/2025,202503,SML,N,
22038079,Forge Caravan Park,700.00,Homeless Prevention Fund,Other Supplies & Services,27/06/2025,202503,SML,N,
22038086,Home Adapt Ltd,"6,659.90",Independent Living Service,Payment of Grants/Advances,30/06/2025,202503,SML,N,
22038087,GB Adaptions Ltd,"3,676.00",Independent Living Service,Payment of Grants/Advances,30/06/2025,202503,SML,N,
22038088,WeCan Suffolk CIC,737.00,Locality Awards,"Grants, Contributions & Donations",30/06/2025,202503,SML,N,
